"use_type_path";"attribute_name";"value_name"
"Farming/Cereals/TEFF";"Fruit tree";"NO"
"Farming/Cereals/TEFF";"Shell fruits";"NO"
"Farming/Cereals/TEFF";"Aromatic condiment medicinal";"NO"
"Farming/Cereals/TEFF";"Direct sowing";"SI"
"Farming/Cereals/TEFF";"Improving species";"NO"
"Farming/Cereals/TEFF";"Short-cycle forestry";"NO"
"Farming/Cereals/TEFF";"Woody";"NO"
"Farming/Cereals/TEFF";"Cropland";"SI"
"Farming/Cereals/TEFF";"Permanent crops";"NO"
"Farming/Cereals/TEFF";"Permanent pasture";"NO"
"Farming/Cereals/TEFF";"Forest";"NO"
"Farming/Cereals/TEFF";"Legumes";"NO"
"Farming/Cereals/TEFF";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Cereals/TEFF";"Integrated";"SI"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Latin";""
"Farming/Unproductive/BARBECHO TRADICIONAL";"EPPO";""
"Farming/Unproductive/BARBECHO TRADICIONAL";"C. UPOV";""
"Farming/Unproductive/BARBECHO TRADICIONAL";"Horticultural";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Energetic";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Fruit tree";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Shell fruits";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Aromatic condiment medicinal";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Direct sowing";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Improving species";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Short-cycle forestry";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Woody";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Cropland";"SI"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Permanent crops";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Permanent pasture";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Forest";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Legumes";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Unharvested zone cereals legumes oilseeds";"NO"
"Farming/Unproductive/BARBECHO TRADICIONAL";"Integrated";"SI"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Latin";""
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"EPPO";""
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"C. UPOV";""
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Horticultural";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Energetic";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Fruit tree";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Shell fruits";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Aromatic condiment medicinal";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Direct sowing";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Improving species";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Short-cycle forestry";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Woody";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Cropland";"SI"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Permanent crops";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Permanent pasture";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Forest";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Legumes";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Unharvested zone cereals legumes oilseeds";"NO"
"Farming/Unproductive/BARBECHO MEDIOAMBIENTAL";"Integrated";"SI"
"Farming/Oilseeds and Industrial/GIRASOL";"Latin";"Helianthus annuus"
"Farming/Oilseeds and Industrial/GIRASOL";"EPPO";"HELAN"
"Farming/Oilseeds and Industrial/GIRASOL";"C. UPOV";"HLNTS_ANN"
"Farming/Oilseeds and Industrial/GIRASOL";"Horticultural";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Energetic";"SI"
"Farming/Oilseeds and Industrial/GIRASOL";"Fruit tree";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Shell fruits";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Aromatic condiment medicinal";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Direct sowing";"SI"
"Farming/Oilseeds and Industrial/GIRASOL";"Improving species";"SI"
"Farming/Oilseeds and Industrial/GIRASOL";"Short-cycle forestry";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Woody";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Cropland";"SI"
"Farming/Oilseeds and Industrial/GIRASOL";"Permanent crops";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Permanent pasture";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Forest";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Legumes";"NO"
"Farming/Oilseeds and Industrial/GIRASOL";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Oilseeds and Industrial/GIRASOL";"Integrated";"SI"
"Farming/Legumes (grain)/SOJA";"Latin";"Glycine max"
"Farming/Legumes (grain)/SOJA";"EPPO";"GLXMA"
"Farming/Legumes (grain)/SOJA";"C. UPOV";"GLYCI_MAX"
"Farming/Legumes (grain)/SOJA";"Horticultural";"NO"
"Farming/Legumes (grain)/SOJA";"Energetic";"NO"
"Farming/Legumes (grain)/SOJA";"Fruit tree";"NO"
"Farming/Legumes (grain)/SOJA";"Shell fruits";"NO"
"Farming/Legumes (grain)/SOJA";"Aromatic condiment medicinal";"NO"
"Farming/Legumes (grain)/SOJA";"Direct sowing";"SI"
"Farming/Legumes (grain)/SOJA";"Improving species";"SI"
"Farming/Legumes (grain)/SOJA";"Short-cycle forestry";"NO"
"Farming/Legumes (grain)/SOJA";"Woody";"NO"
"Farming/Legumes (grain)/SOJA";"Cropland";"SI"
"Farming/Legumes (grain)/SOJA";"Permanent crops";"NO"
"Farming/Legumes (grain)/SOJA";"Permanent pasture";"NO"
"Farming/Legumes (grain)/SOJA";"Forest";"NO"
"Farming/Legumes (grain)/SOJA";"Legumes";"SI"
"Farming/Legumes (grain)/SOJA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Legumes (grain)/SOJA";"Integrated";"SI"
"Farming/Oilseeds and Industrial/COLZA";"Latin";"Brassica napus L. emend. Metzg. subsp. napus"
"Farming/Oilseeds and Industrial/COLZA";"EPPO";"BRSNN"
"Farming/Oilseeds and Industrial/COLZA";"C. UPOV";"BRASS_NAP_NUS"
"Farming/Oilseeds and Industrial/COLZA";"Horticultural";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Energetic";"SI"
"Farming/Oilseeds and Industrial/COLZA";"Fruit tree";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Shell fruits";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Aromatic condiment medicinal";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Direct sowing";"SI"
"Farming/Oilseeds and Industrial/COLZA";"Improving species";"SI"
"Farming/Oilseeds and Industrial/COLZA";"Short-cycle forestry";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Woody";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Cropland";"SI"
"Farming/Oilseeds and Industrial/COLZA";"Permanent crops";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Permanent pasture";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Forest";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Legumes";"NO"
"Farming/Oilseeds and Industrial/COLZA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Oilseeds and Industrial/COLZA";"Integrated";"SI"
"Farming/Oilseeds and Industrial/CAMELINA";"Latin";"Camelina sativa"
"Farming/Oilseeds and Industrial/CAMELINA";"EPPO";"CMASA"
"Farming/Oilseeds and Industrial/CAMELINA";"C. UPOV";"CAMLN_SAT"
"Farming/Oilseeds and Industrial/CAMELINA";"Horticultural";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Energetic";"SI"
"Farming/Oilseeds and Industrial/CAMELINA";"Fruit tree";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Shell fruits";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Aromatic condiment medicinal";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Direct sowing";"SI"
"Farming/Oilseeds and Industrial/CAMELINA";"Improving species";"SI"
"Farming/Oilseeds and Industrial/CAMELINA";"Short-cycle forestry";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Woody";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Cropland";"SI"
"Farming/Oilseeds and Industrial/CAMELINA";"Permanent crops";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Permanent pasture";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Forest";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Legumes";"NO"
"Farming/Oilseeds and Industrial/CAMELINA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Oilseeds and Industrial/CAMELINA";"Integrated";"SI"
"Farming/Legumes (grain)/GUISANTE";"Latin";"Pisum sativum"
"Farming/Legumes (grain)/GUISANTE";"EPPO";"PIBSX"
"Farming/Legumes (grain)/GUISANTE";"C. UPOV";"PISUM_SAT"
"Farming/Legumes (grain)/GUISANTE";"Horticultural";"NO"
"Farming/Legumes (grain)/GUISANTE";"Energetic";"NO"
"Farming/Legumes (grain)/GUISANTE";"Fruit tree";"NO"
"Farming/Legumes (grain)/GUISANTE";"Shell fruits";"NO"
"Farming/Legumes (grain)/GUISANTE";"Aromatic condiment medicinal";"NO"
"Farming/Legumes (grain)/GUISANTE";"Direct sowing";"SI"
"Farming/Legumes (grain)/GUISANTE";"Improving species";"SI"
"Farming/Legumes (grain)/GUISANTE";"Short-cycle forestry";"NO"
"Farming/Legumes (grain)/GUISANTE";"Woody";"NO"
"Farming/Legumes (grain)/GUISANTE";"Cropland";"SI"
"Farming/Legumes (grain)/GUISANTE";"Permanent crops";"NO"
"Farming/Legumes (grain)/GUISANTE";"Permanent pasture";"NO"
"Farming/Legumes (grain)/GUISANTE";"Forest";"NO"
"Farming/Legumes (grain)/GUISANTE";"Legumes";"SI"
"Farming/Legumes (grain)/GUISANTE";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Legumes (grain)/GUISANTE";"Integrated";"SI"
"Farming/Legumes (grain)/HABA";"Latin";"Vicia faba L. var. major Harz"
"Farming/Legumes (grain)/HABA";"EPPO";"VICFX"
"Farming/Legumes (grain)/HABA";"C. UPOV";"VICIA_FAB_MAJ"
"Farming/Legumes (grain)/HABA";"Horticultural";"NO"
"Farming/Legumes (grain)/HABA";"Energetic";"NO"
"Farming/Legumes (grain)/HABA";"Fruit tree";"NO"
"Farming/Legumes (grain)/HABA";"Shell fruits";"NO"
"Farming/Legumes (grain)/HABA";"Aromatic condiment medicinal";"NO"
"Farming/Legumes (grain)/HABA";"Direct sowing";"SI"
"Farming/Legumes (grain)/HABA";"Improving species";"SI"
"Farming/Legumes (grain)/HABA";"Short-cycle forestry";"NO"
"Farming/Legumes (grain)/HABA";"Woody";"NO"
"Farming/Legumes (grain)/HABA";"Cropland";"SI"
"Farming/Legumes (grain)/HABA";"Permanent crops";"NO"
"Farming/Legumes (grain)/HABA";"Permanent pasture";"NO"
"Farming/Legumes (grain)/HABA";"Forest";"NO"
"Farming/Legumes (grain)/HABA";"Legumes";"SI"
"Farming/Legumes (grain)/HABA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Legumes (grain)/HABA";"Integrated";"SI"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Latin";"Lupinus albus"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"EPPO";"LUPAL"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"C. UPOV";"LUPIN_ALB"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Horticultural";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Energetic";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Fruit tree";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Shell fruits";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Aromatic condiment medicinal";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Direct sowing";"SI"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Improving species";"SI"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Short-cycle forestry";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Woody";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Cropland";"SI"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Permanent crops";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Permanent pasture";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Forest";"NO"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Legumes";"SI"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Legumes (grain)/ALTRAMUZ BLANCO";"Integrated";"SI"
"Farming/Legumes (grain)/ALUBIA";"Latin";"Phaseolus vulgaris"
"Farming/Legumes (grain)/ALUBIA";"EPPO";"PHSVX"
"Farming/Legumes (grain)/ALUBIA";"C. UPOV";"PHASE_VUL"
"Farming/Legumes (grain)/ALUBIA";"Horticultural";"NO"
"Farming/Legumes (grain)/ALUBIA";"Energetic";"NO"
"Farming/Legumes (grain)/ALUBIA";"Fruit tree";"NO"
"Farming/Legumes (grain)/ALUBIA";"Shell fruits";"NO"
"Farming/Legumes (grain)/ALUBIA";"Aromatic condiment medicinal";"NO"
"Farming/Legumes (grain)/ALUBIA";"Direct sowing";"SI"
"Farming/Legumes (grain)/ALUBIA";"Improving species";"SI"
"Farming/Legumes (grain)/ALUBIA";"Short-cycle forestry";"NO"
"Farming/Legumes (grain)/ALUBIA";"Woody";"NO"
"Farming/Legumes (grain)/ALUBIA";"Cropland";"SI"
"Farming/Legumes (grain)/ALUBIA";"Permanent crops";"NO"
"Farming/Legumes (grain)/ALUBIA";"Permanent pasture";"NO"
"Farming/Legumes (grain)/ALUBIA";"Forest";"NO"
"Farming/Legumes (grain)/ALUBIA";"Legumes";"SI"
"Farming/Legumes (grain)/ALUBIA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Legumes (grain)/ALUBIA";"Integrated";"SI"
"Farming/Legumes (grain)/GARBANZO";"Latin";"Cicer arietinum"
"Farming/Legumes (grain)/GARBANZO";"EPPO";"CIEAR"
"Farming/Legumes (grain)/GARBANZO";"C. UPOV";"CICER_ARI"
"Farming/Legumes (grain)/GARBANZO";"Horticultural";"NO"
"Farming/Legumes (grain)/GARBANZO";"Energetic";"NO"
"Farming/Legumes (grain)/GARBANZO";"Fruit tree";"NO"
"Farming/Legumes (grain)/GARBANZO";"Shell fruits";"NO"
"Farming/Legumes (grain)/GARBANZO";"Aromatic condiment medicinal";"NO"
"Farming/Legumes (grain)/GARBANZO";"Direct sowing";"SI"
"Farming/Legumes (grain)/GARBANZO";"Improving species";"SI"
"Farming/Legumes (grain)/GARBANZO";"Short-cycle forestry";"NO"
"Farming/Legumes (grain)/GARBANZO";"Woody";"NO"
"Farming/Legumes (grain)/GARBANZO";"Cropland";"SI"
"Farming/Legumes (grain)/GARBANZO";"Permanent crops";"NO"
"Farming/Legumes (grain)/GARBANZO";"Permanent pasture";"NO"
"Farming/Legumes (grain)/GARBANZO";"Forest";"NO"
"Farming/Legumes (grain)/GARBANZO";"Legumes";"SI"
"Farming/Legumes (grain)/GARBANZO";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Legumes (grain)/GARBANZO";"Integrated";"SI"
"Farming/Legumes (grain)/LENTEJA";"Latin";"Lens culinaris"
"Farming/Legumes (grain)/LENTEJA";"EPPO";"LENCU"
"Farming/Legumes (grain)/LENTEJA";"C. UPOV";"LENSS_CUL"
"Farming/Legumes (grain)/LENTEJA";"Horticultural";"NO"
"Farming/Legumes (grain)/LENTEJA";"Energetic";"NO"
"Farming/Legumes (grain)/LENTEJA";"Fruit tree";"NO"
"Farming/Legumes (grain)/LENTEJA";"Shell fruits";"NO"
"Farming/Legumes (grain)/LENTEJA";"Aromatic condiment medicinal";"NO"
"Farming/Legumes (grain)/LENTEJA";"Direct sowing";"SI"
"Farming/Legumes (grain)/LENTEJA";"Improving species";"SI"
"Farming/Legumes (grain)/LENTEJA";"Short-cycle forestry";"NO"
"Farming/Legumes (grain)/LENTEJA";"Woody";"NO"
"Farming/Legumes (grain)/LENTEJA";"Cropland";"SI"
"Farming/Legumes (grain)/LENTEJA";"Permanent crops";"NO"
"Farming/Legumes (grain)/LENTEJA";"Permanent pasture";"NO"
"Farming/Legumes (grain)/LENTEJA";"Forest";"NO"
"Farming/Legumes (grain)/LENTEJA";"Legumes";"SI"
"Farming/Legumes (grain)/LENTEJA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Legumes (grain)/LENTEJA";"Integrated";"SI"
"Farming/Forage and Fodder/VEZA";"Latin";"Vicia sativa"
"Farming/Forage and Fodder/VEZA";"EPPO";"VICSA"
"Farming/Forage and Fodder/VEZA";"C. UPOV";"VICIA_SAT"
"Farming/Forage and Fodder/VEZA";"Horticultural";"NO"
"Farming/Forage and Fodder/VEZA";"Energetic";"NO"
"Farming/Forage and Fodder/VEZA";"Fruit tree";"NO"
"Farming/Forage and Fodder/VEZA";"Shell fruits";"NO"
"Farming/Forage and Fodder/VEZA";"Aromatic condiment medicinal";"NO"
"Farming/Forage and Fodder/VEZA";"Direct sowing";"SI"
"Farming/Forage and Fodder/VEZA";"Improving species";"SI"
"Farming/Forage and Fodder/VEZA";"Short-cycle forestry";"NO"
"Farming/Forage and Fodder/VEZA";"Woody";"NO"
"Farming/Forage and Fodder/VEZA";"Cropland";"SI"
"Farming/Forage and Fodder/VEZA";"Permanent crops";"NO"
"Farming/Forage and Fodder/VEZA";"Permanent pasture";"NO"
"Farming/Forage and Fodder/VEZA";"Forest";"NO"
"Farming/Forage and Fodder/VEZA";"Legumes";"SI"
"Farming/Forage and Fodder/VEZA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Forage and Fodder/VEZA";"Integrated";"SI"
"Farming/Forage and Fodder/YEROS";"Latin";"Vicia ervilia"
"Farming/Forage and Fodder/YEROS";"EPPO";"VICER"
"Farming/Forage and Fodder/YEROS";"C. UPOV";"VICIA_ERV"
"Farming/Forage and Fodder/YEROS";"Horticultural";"NO"
"Farming/Forage and Fodder/YEROS";"Energetic";"NO"
"Farming/Forage and Fodder/YEROS";"Fruit tree";"NO"
"Farming/Forage and Fodder/YEROS";"Shell fruits";"NO"
"Farming/Forage and Fodder/YEROS";"Aromatic condiment medicinal";"NO"
"Farming/Forage and Fodder/YEROS";"Direct sowing";"SI"
"Farming/Forage and Fodder/YEROS";"Improving species";"SI"
"Farming/Forage and Fodder/YEROS";"Short-cycle forestry";"NO"
"Farming/Forage and Fodder/YEROS";"Woody";"NO"
"Farming/Forage and Fodder/YEROS";"Cropland";"SI"
"Farming/Forage and Fodder/YEROS";"Permanent crops";"NO"
"Farming/Forage and Fodder/YEROS";"Permanent pasture";"NO"
"Farming/Forage and Fodder/YEROS";"Forest";"NO"
"Farming/Forage and Fodder/YEROS";"Legumes";"SI"
"Farming/Forage and Fodder/YEROS";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Forage and Fodder/YEROS";"Integrated";"SI"
"Farming/Forage and Fodder/ALFALFA";"Latin";"Medicago sativa"
"Farming/Forage and Fodder/ALFALFA";"EPPO";"MEDSA"
"Farming/Forage and Fodder/ALFALFA";"C. UPOV";"MEDIC_SAT"
"Farming/Forage and Fodder/ALFALFA";"Horticultural";"NO"
"Farming/Forage and Fodder/ALFALFA";"Energetic";"NO"
"Farming/Forage and Fodder/ALFALFA";"Fruit tree";"NO"
"Farming/Forage and Fodder/ALFALFA";"Shell fruits";"NO"
"Farming/Forage and Fodder/ALFALFA";"Aromatic condiment medicinal";"NO"
"Farming/Forage and Fodder/ALFALFA";"Direct sowing";"SI"
"Farming/Forage and Fodder/ALFALFA";"Improving species";"SI"
"Farming/Forage and Fodder/ALFALFA";"Short-cycle forestry";"NO"
"Farming/Forage and Fodder/ALFALFA";"Woody";"NO"
"Farming/Forage and Fodder/ALFALFA";"Cropland";"SI"
"Farming/Forage and Fodder/ALFALFA";"Permanent crops";"NO"
"Farming/Forage and Fodder/ALFALFA";"Permanent pasture";"NO"
"Farming/Forage and Fodder/ALFALFA";"Forest";"NO"
"Farming/Forage and Fodder/ALFALFA";"Legumes";"SI"
"Farming/Forage and Fodder/ALFALFA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Forage and Fodder/ALFALFA";"Integrated";"SI"
"Farming/Forage and Fodder/ALHOLVA";"Latin";"Trigonella foenum-graecum"
"Farming/Forage and Fodder/ALHOLVA";"EPPO";"TRKFG"
"Farming/Forage and Fodder/ALHOLVA";"C. UPOV";"TRIGO_FOE"
"Farming/Forage and Fodder/ALHOLVA";"Horticultural";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Energetic";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Fruit tree";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Shell fruits";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Aromatic condiment medicinal";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Direct sowing";"SI"
"Farming/Forage and Fodder/ALHOLVA";"Improving species";"SI"
"Farming/Forage and Fodder/ALHOLVA";"Short-cycle forestry";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Woody";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Cropland";"SI"
"Farming/Forage and Fodder/ALHOLVA";"Permanent crops";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Permanent pasture";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Forest";"NO"
"Farming/Forage and Fodder/ALHOLVA";"Legumes";"SI"
"Farming/Forage and Fodder/ALHOLVA";"Unharvested zone cereals legumes oilseeds";"SI"
"Farming/Forage and Fodder/ALHOLVA";"Integrated";"SI"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Latin";""
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"EPPO";""
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"C. UPOV";""
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Horticultural";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Energetic";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Fruit tree";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Shell fruits";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Aromatic condiment medicinal";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Direct sowing";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Improving species";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Short-cycle forestry";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Woody";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Cropland";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Permanent crops";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Permanent pasture";"SI"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Forest";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Legumes";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Unharvested zone cereals legumes oilseeds";"NO"
"Farming/Pastures and Grasslands/PASTOS PERMANENTES DE 5 O MÁS AÑOS";"Integrated";"SI"
"Farming/Pastures and Grasslands/PASTOS DE MENOS DE 5 AÑOS";"Latin";""
"Farming/Pastures and Grasslands/PASTOS DE MENOS DE 5 AÑOS";"EPPO";""
"Farming/Pastures and Grasslands/PASTOS DE MENOS DE 5 AÑOS";"C. UPOV";""
"Farming/Pastures and Grasslands/PASTOS DE MENOS DE 5 AÑOS";"Horticultural";"NO"
"Farming/Pastures and Grasslands/PASTOS DE MENOS DE 5 AÑOS";"Energetic";"NO"
